,,Wilone O'Kielt, UK,99% Dark & Pure,04/06/2021,3024,155,152
,,Jan Morforth, Australia,Organic Choco Syrup,04/07/2021,2100,147,68
,,Oby Sorrel,   Australia,Spicy Special Slims,04/07/2021,2555,156,112
,,Andria Kimpton,UK,Organic Choco Syrup,04/07/2021,6559,208,243
,,Beverie Moffet,  Canada,Eclairs,04/07/2021,8176,183,390
,,Wilone O'Kielt,  UK,Almond Choco,04/07/2021,17675,197,884
,,Madelene Upcott,Australia,Baker's Choco Chips,04/07/2021,11004,175,1223
,,Camilla Castle,  New Zealand,Milk Bars,04/07/2021,2233,292,77
,,Gigi Bohling,USA,Milk Bars,04/07/2021,16359,14,712
,,Curtice Advani,   UK,70% Dark Bites,04/07/2021,3192,21,228
,,Dotty Strutley,Canada,Eclairs,04/07/2021,5313,275,380
,,Beverie Moffet,  Canada,Raspberry Choco,04/07/2021,1841,223,97
,,Dennison Crosswaite,  UK,Spicy Special Slims,04/07/2021,9884,13,396
,,Wilone O'Kielt, New Zealand,White Choc,04/07/2021,3066,268,205
,,Andria Kimpton,Canada,Manuka Honey Choco,04/07/2021,11207,254,362
,,Husein Augar,   India,50% Dark Bites,04/07/2021,6321,86,452
,,Brien Boise, India,Orange Choco,04/07/2021,5299,62,663
,,Dennison Crosswaite, Australia,Choco Coated Almonds,04/08/2021,11578,63,552
,,Camilla Castle, India,99% Dark & Pure,04/08/2021,4298,201,239
,,Marney O'Breen,Australia,Baker's Choco Chips,04/08/2021,9548,17,682
,,Brien Boise,  New Zealand,Spicy Special Slims,04/08/2021,5663,25,236
,,Brien Boise, UK,Spicy Special Slims,04/08/2021,329,260,15
,,Brien Boise,   New Zealand,Mint Chip Choco,04/08/2021,9275,165,489
,,Karlen McCaffrey,  Australia,After Nines,04/08/2021,77,133,3
,,Brien Boise,India,Raspberry Choco,04/08/2021,4256,110,224
,,Van Tuxwell,   UK,Almond Choco,04/09/2021,4018,413,237
,,Kelci Walkden, UK,Mint Chip Choco,04/09/2021,6699,138,479
,,Roddy Speechley,USA,85% Dark Bars,04/09/2021,4571,17,241
,,Gigi Bohling, Australia,85% Dark Bars,04/09/2021,4193,79,200
,,Madelene Upcott,USA,Orange Choco,04/09/2021,392,175,28
,,Husein Augar,UK,Almond Choco,04/09/2021,3192,18,146
,,Gigi Bohling,   Canada,Peanut Butter Cubes,04/09/2021,154,48,7
,,Curtice Advani, UK,Drinking Coco,04/09/2021,5502,112,212
,,Dotty Strutley,   UK,Orange Choco,04/09/2021,4389,365,439
,,Ches Bonnell,   Australia,99% Dark & Pure,04/09/2021,12215,120,764
,,Jan Morforth,UK,Orange Choco,04/09/2021,1960,50,140
,,Van Tuxwell,India,Fruit & Nut Bars,04/09/2021,994,389,77
,,Beverie Moffet,  New Zealand,Spicy Special Slims,04/09/2021,3731,41,150
,,Jehu Rudeforth,   USA,Peanut Butter Cubes,04/12/2021,11851,45,456
,,Madelene Upcott,   New Zealand,Manuka Honey Choco,04/12/2021,7798,77,289
,,Brien Boise,New Zealand,99% Dark & Pure,04/12/2021,658,82,32
,,Madelene Upcott, India,Baker's Choco Chips,04/12/2021,18963,191,1355
,,Brien Boise,   India,99% Dark & Pure,04/12/2021,574,383,34
,,Karlen McCaffrey,   Canada,Manuka Honey Choco,04/12/2021,763,47,28
,,Marney O'Breen, Canada,50% Dark Bites,04/12/2021,1295,218,108
,,Karlen McCaffrey,  USA,Spicy Special Slims,04/12/2021,1281,349,61
,,Beverie Moffet,   Canada,Baker's Choco Chips,04/12/2021,6657,364,606
,,Marney O'Breen,  Canada,Mint Chip Choco,04/12/2021,1533,129,110
,,Mallorie Waber,   UK,99% Dark & Pure,04/12/2021,2534,36,121
,,Van Tuxwell,USA,White Choc,04/12/2021,3808,74,224
,,Andria Kimpton,  New Zealand,99% Dark & Pure,04/12/2021,7637,90,425
,,Karlen McCaffrey, Canada,50% Dark Bites,04/13/2021,5397,37,416
,,Barr Faughny,  Australia,Organic Choco Syrup,04/13/2021,5649,97,202
,,Oby Sorrel, Canada,Drinking Coco,04/13/2021,2996,136,116
,,Wilone O'Kielt,  Australia,Organic Choco Syrup,04/13/2021,2247,351,87
,,Andria Kimpton,USA,Orange Choco,04/13/2021,1092,136,84
,,Jan Morforth,   India,Mint Chip Choco,04/13/2021,4368,23,292
,,Barr Faughny,Canada,White Choc,04/13/2021,868,90,87
,,Kaine Padly,  USA,Milk Bars,04/13/2021,8729,35,364
,,Jan Morforth,   USA,99% Dark & Pure,04/13/2021,2065,17,130
,,Kaine Padly,   New Zealand,99% Dark & Pure,04/13/2021,6293,48,274
,,Gigi Bohling,New Zealand,70% Dark Bites,04/13/2021,7602,247,761
,,Marney O'Breen, Canada,Almond Choco,04/13/2021,10150,223,598
,,Brien Boise,  UK,Almond Choco,04/13/2021,11081,311,739
,,Dotty Strutley,USA,Raspberry Choco,04/13/2021,588,41,27
,,Jehu Rudeforth,   UK,70% Dark Bites,04/13/2021,3710,129,413
,,Roddy Speechley,   New Zealand,Raspberry Choco,04/14/2021,371,121,27
,,Mallorie Waber,  New Zealand,85% Dark Bars,04/14/2021,2254,69,119
,,Karlen McCaffrey,   Australia,Peanut Butter Cubes,04/14/2021,2345,70,112
,,Barr Faughny,   Australia,50% Dark Bites,04/14/2021,18473,6,2053
,,Wilone O'Kielt, USA,Organic Choco Syrup,04/14/2021,1680,26,58
,,Rafaelita Blaksland,  USA,85% Dark Bars,04/14/2021,4508,16,215
,,Dennison Crosswaite,   Australia,Raspberry Choco,04/15/2021,8463,284,385
,,Beverie Moffet,India,Baker's Choco Chips,04/15/2021,931,269,117
,,Jan Morforth,Canada,Eclairs,04/15/2021,12460,197,623
,,Dennison Crosswaite,   Australia,Milk Bars,04/15/2021,868,78,37
,,Mallorie Waber, UK,Manuka Honey Choco,04/15/2021,301,117,13
,,Brien Boise,  India,Baker's Choco Chips,04/15/2021,434,116,37
,,Rafaelita Blaksland,  UK,Peanut Butter Cubes,04/15/2021,2058,2,115
,,Camilla Castle,   Canada,White Choc,04/15/2021,9597,167,873
,,Marney O'Breen,  India,Almond Choco,04/16/2021,13314,198,784
,,Mallorie Waber,   UK,Baker's Choco Chips,04/16/2021,630,106,70
,,Wilone O'Kielt,USA,Raspberry Choco,04/16/2021,8918,31,446
,,Kelci Walkden,   India,Manuka Honey Choco,04/16/2021,7133,446,223
,,Van Tuxwell,   Australia,Fruit & Nut Bars,04/16/2021,1638,106,97
,,Marney O'Breen,  India,50% Dark Bites,04/16/2021,8253,262,551
,,Dennison Crosswaite,India,Milk Bars,04/16/2021,5950,30,192
,,Jan Morforth,   New Zealand,50% Dark Bites,04/16/2021,7000,5,875
,,Kelci Walkden,Canada,Organic Choco Syrup,04/16/2021,2030,162,89
,,Van Tuxwell,   India,Almond Choco,04/16/2021,8337,306,439
,,Gunar Cockshoot,India,Milk Bars,04/16/2021,1876,171,79
,,Andria Kimpton,Canada,Eclairs,04/16/2021,9352,293,446
,,Dennison Crosswaite,India,50% Dark Bites,04/16/2021,5621,154,625
,,Gunar Cockshoot,   India,Orange Choco,04/16/2021,6062,12,674
,,Rafaelita Blaksland,  USA,Raspberry Choco,04/16/2021,5054,154,266
,,Brien Boise,  USA,After Nines,04/16/2021,7581,239,237
,,Jan Morforth, USA,Spicy Special Slims,04/16/2021,7763,125,353
,,Dotty Strutley,Australia,White Choc,04/16/2021,9387,181,626
,,Barr Faughny, Canada,85% Dark Bars,04/16/2021,966,163,57
,,Karlen McCaffrey,   India,Almond Choco,04/16/2021,5278,27,278
,,Beverie Moffet,  New Zealand,White Choc,04/16/2021,18354,275,1669
,,Marney O'Breen,  India,Spicy Special Slims,04/16/2021,1330,161,61
,,Roddy Speechley,  Canada,Eclairs,04/16/2021,1155,91,83
,,Rafaelita Blaksland,USA,Orange Choco,04/16/2021,4669,101,667
,,Ches Bonnell,  Canada,Fruit & Nut Bars,04/16/2021,4676,25,293
,,Husein Augar,  USA,After Nines,04/16/2021,602,19,21
,,Jehu Rudeforth, Australia,99% Dark & Pure,04/19/2021,13090,133,770
,,Kelci Walkden,   Australia,Drinking Coco,04/19/2021,11928,159,459
,,Andria Kimpton,  Australia,After Nines,04/19/2021,4634,244,145
,,Dennison Crosswaite,   UK,Smooth Sliky Salty,04/19/2021,5292,72,252
,,Beverie Moffet,   UK,Peanut Butter Cubes,04/19/2021,9065,56,378
,,Wilone O'Kielt, UK,Spicy Special Slims,04/19/2021,12299,338,560
,,Husein Augar,  New Zealand,Manuka Honey Choco,04/19/2021,6818,172,273
,,Dennison Crosswaite,New Zealand,Smooth Sliky Salty,04/19/2021,3773,81,252
,,Jan Morforth,  UK,50% Dark Bites,04/19/2021,5138,82,367
,,Andria Kimpton,Australia,Smooth Sliky Salty,04/19/2021,4557,20,269
,,Barr Faughny,   Australia,Almond Choco,04/19/2021,2751,128,138
,,Madelene Upcott,   Australia,70% Dark Bites,04/19/2021,10906,8,779
,,Oby Sorrel,  USA,Choco Coated Almonds,04/19/2021,5621,7,256
,,Jan Morforth,  USA,85% Dark Bars,04/20/2021,2471,64,155
,,Gigi Bohling,  USA,White Choc,04/20/2021,6139,9,410
,,Karlen McCaffrey,USA,Drinking Coco,04/20/2021,2807,151,128
,,Madelene Upcott,  Australia,Raspberry Choco,04/20/2021,8169,142,454
,,Jan Morforth,  Australia,Mint Chip Choco,04/20/2021,8785,280,586
,,Barr Faughny,   New Zealand,Peanut Butter Cubes,04/20/2021,5628,33,256
,,Husein Augar,   USA,White Choc,04/20/2021,1302,7,77
,,Madelene Upcott,   Australia,Peanut Butter Cubes,04/20/2021,9282,188,387
,,Wilone O'Kielt,   USA,Manuka Honey Choco,04/20/2021,4046,96,162
,,Jehu Rudeforth,   Canada,Drinking Coco,04/20/2021,10605,169,442
,,Curtice Advani,   India,50% Dark Bites,04/20/2021,5929,25,539
,,Ches Bonnell, Canada,Manuka Honey Choco,04/20/2021,2611,175,105
,,Gunar Cockshoot,   India,Baker's Choco Chips,04/20/2021,7686,51,769
,,Kaine Padly,  USA,White Choc,04/20/2021,2786,98,164
,,Jehu Rudeforth,   India,70% Dark Bites,04/20/2021,4123,247,516
,,Rafaelita Blaksland,  UK,Choco Coated Almonds,04/20/2021,1477,111,78
,,Gigi Bohling, UK,Caramel Stuffed Bars,04/20/2021,12040,255,416
,,Jan Morforth,  UK,Fruit & Nut Bars,04/20/2021,4340,277,310
,,Kelci Walkden,   New Zealand,Choco Coated Almonds,04/20/2021,2639,526,126
,,Dotty Strutley,  New Zealand,Orange Choco,04/21/2021,7931,377,1322
,,Jan Morforth,   New Zealand,Drinking Coco,04/21/2021,1078,298,45
,,Beverie Moffet, Australia,85% Dark Bars,04/21/2021,8680,429,362
,,Madelene Upcott,New Zealand,99% Dark & Pure,04/21/2021,8967,15,427
,,Dotty Strutley,USA,After Nines,04/21/2021,12075,258,465
,,Gigi Bohling, UK,Fruit & Nut Bars,04/21/2021,4396,68,294
,,Husein Augar,  New Zealand,Organic Choco Syrup,04/21/2021,2877,84,96
,,Dotty Strutley,New Zealand,Raspberry Choco,04/21/2021,1659,291,104
,,Marney O'Breen,   Australia,70% Dark Bites,04/21/2021,616,30,42
,,Ches Bonnell,UK,Almond Choco,04/21/2021,7021,124,469
,,Van Tuxwell,   USA,70% Dark Bites,04/21/2021,3255,119,296
,,Oby Sorrel,Canada,Baker's Choco Chips,04/21/2021,5516,269,613
,,Jehu Rudeforth,   UK,White Choc,04/21/2021,18039,148,1289
,,Husein Augar,UK,Manuka Honey Choco,04/21/2021,12593,254,394
,,Madelene Upcott,   New Zealand,Organic Choco Syrup,04/21/2021,1981,28,67
,,Gigi Bohling,   USA,Raspberry Choco,04/21/2021,6552,112,410
,,Ches Bonnell,   USA,Raspberry Choco,04/21/2021,10682,213,629
,,Marney O'Breen, UK,70% Dark Bites,04/21/2021,11046,156,789
,,Jehu Rudeforth,  USA,Mint Chip Choco,04/21/2021,4263,140,225
,,Barr Faughny,   UK,Orange Choco,04/21/2021,5558,440,464
,,Van Tuxwell,  Canada,Manuka Honey Choco,04/22/2021,4214,155,128
,,Andria Kimpton,India,85% Dark Bars,04/22/2021,7301,46,406
,,Wilone O'Kielt, Canada,70% Dark Bites,04/22/2021,4473,179,373
,,Brien Boise,New Zealand,After Nines,04/22/2021,11081,349,462
,,Roddy Speechley, New Zealand,Mint Chip Choco,04/22/2021,1120,274,75
,,Madelene Upcott,Canada,99% Dark & Pure,04/22/2021,10297,48,430
,,Oby Sorrel,   UK,50% Dark Bites,04/22/2021,1869,343,234
,,Brien Boise,India,85% Dark Bars,04/22/2021,12229,182,644
,,Marney O'Breen, USA,Raspberry Choco,04/22/2021,7707,173,482
,,Dennison Crosswaite,  USA,Manuka Honey Choco,04/22/2021,1351,150,55
,,Karlen McCaffrey,   India,Organic Choco Syrup,04/22/2021,7035,185,252
,,Barr Faughny,   New Zealand,Drinking Coco,04/22/2021,3178,323,114
,,Brien Boise, New Zealand,70% Dark Bites,04/22/2021,3668,336,408
,,Kaine Padly,   Canada,Orange Choco,04/22/2021,15295,160,1700
,,Madelene Upcott,   USA,Manuka Honey Choco,04/22/2021,9667,227,323
,,Oby Sorrel,  Australia,Almond Choco,04/22/2021,7308,171,488
,,Kaine Padly,   USA,Raspberry Choco,04/22/2021,6888,18,328
,,Van Tuxwell,India,99% Dark & Pure,04/22/2021,1085,183,46
,,Jan Morforth,   New Zealand,Peanut Butter Cubes,04/22/2021,3549,492,148
,,Kelci Walkden,  New Zealand,Orange Choco,04/23/2021,245,365,21
,,Wilone O'Kielt,  Australia,Choco Coated Almonds,04/23/2021,525,166,24
,,Camilla Castle, New Zealand,Manuka Honey Choco,04/23/2021,9373,200,313
,,Dennison Crosswaite,USA,99% Dark & Pure,04/23/2021,3822,155,225
,,Dotty Strutley,  India,Mint Chip Choco,04/23/2021,4326,123,206
,,Mallorie Waber,  Australia,Eclairs,04/23/2021,427,428,23
,,Oby Sorrel,Canada,Almond Choco,04/23/2021,12236,61,816
,,Gigi Bohling,  New Zealand,85% Dark Bars,04/23/2021,4655,124,259
,,Husein Augar,  New Zealand,99% Dark & Pure,04/23/2021,1246,359,78
,,Kaine Padly,New Zealand,Caramel Stuffed Bars,04/23/2021,11291,206,452
,,Gigi Bohling, India,50% Dark Bites,04/26/2021,5530,45,395
,,Gunar Cockshoot, Canada,White Choc,04/26/2021,7658,233,851
,,Rafaelita Blaksland, USA,Mint Chip Choco,04/26/2021,1204,199,67
,,Mallorie Waber, Canada,Organic Choco Syrup,04/26/2021,7238,19,250
,,Gunar Cockshoot,   Australia,After Nines,04/26/2021,2359,284,91
,,Marney O'Breen,  USA,Mint Chip Choco,04/26/2021,4676,96,234
,,Beverie Moffet, USA,Choco Coated Almonds,04/26/2021,4893,229,233
,,Karlen McCaffrey,UK,Choco Coated Almonds,04/26/2021,5152,133,258
,,Andria Kimpton,   Australia,Manuka Honey Choco,04/27/2021,3808,376,142
,,Andria Kimpton,   Canada,Peanut Butter Cubes,04/27/2021,6538,182,273
,,Dotty Strutley,UK,White Choc,04/27/2021,3486,295,249
,,Barr Faughny,Australia,After Nines,04/27/2021,4865,94,174
,,Van Tuxwell,UK,White Choc,04/27/2021,4606,74,384
,,Jehu Rudeforth, New Zealand,Caramel Stuffed Bars,04/27/2021,35,380,2
,,Gunar Cockshoot,UK,Smooth Sliky Salty,04/27/2021,6069,304,304
,,Barr Faughny,India,Caramel Stuffed Bars,04/27/2021,21,117,1
,,Gigi Bohling,  New Zealand,Milk Bars,04/27/2021,8071,16,299
,,Husein Augar,USA,70% Dark Bites,04/27/2021,2716,267,194
,,Kelci Walkden, India,Orange Choco,04/27/2021,7574,136,842
,,Oby Sorrel,   UK,Mint Chip Choco,04/27/2021,931,48,52
,,Mallorie Waber,   New Zealand,Raspberry Choco,04/27/2021,9499,141,500
,,Van Tuxwell,India,Orange Choco,04/27/2021,350,167,25
,,Barr Faughny,   UK,Almond Choco,04/27/2021,371,437,20
,,Karlen McCaffrey, UK,Caramel Stuffed Bars,04/27/2021,10367,156,432
,,Andria Kimpton,  Canada,85% Dark Bars,04/27/2021,9597,129,600
,,Rafaelita Blaksland,  Australia,99% Dark & Pure,04/27/2021,2443,379,102
,,Wilone O'Kielt,UK,Manuka Honey Choco,04/27/2021,3556,75,123
,,Rafaelita Blaksland, New Zealand,Drinking Coco,04/27/2021,2457,261,82
,,Wilone O'Kielt, UK,White Choc,04/27/2021,16170,71,952
,,Gigi Bohling, New Zealand,Spicy Special Slims,04/27/2021,8456,178,302
,,Ches Bonnell,  New Zealand,Mint Chip Choco,04/27/2021,28,147,2
,,Dennison Crosswaite,   USA,85% Dark Bars,04/27/2021,10794,118,450
,,Madelene Upcott,  New Zealand,Choco Coated Almonds,04/27/2021,7539,10,444
,,Barr Faughny,  UK,Caramel Stuffed Bars,04/28/2021,2982,102,120
,,Madelene Upcott,   USA,Mint Chip Choco,04/28/2021,6237,73,347
,,Karlen McCaffrey, Canada,White Choc,04/28/2021,11564,28,1285
,,Kelci Walkden,  New Zealand,Mint Chip Choco,04/28/2021,105,73,7
,,Gunar Cockshoot,  India,Organic Choco Syrup,04/29/2021,10402,33,417
,,Karlen McCaffrey,  Australia,Fruit & Nut Bars,04/29/2021,20993,411,1235
,,Kaine Padly,UK,99% Dark & Pure,04/29/2021,7658,190,383
,,Camilla Castle,   Canada,Mint Chip Choco,04/29/2021,1981,235,105
,,Camilla Castle, Canada,Orange Choco,04/29/2021,4816,64,402
,,Andria Kimpton, India,Peanut Butter Cubes,04/29/2021,3661,287,147
,,Andria Kimpton,  India,Spicy Special Slims,04/29/2021,2688,580,128
,,Barr Faughny,  Australia,Manuka Honey Choco,04/29/2021,2534,159,80
,,Ches Bonnell,   UK,Mint Chip Choco,04/29/2021,1820,81,91
,,Jan Morforth,  USA,Choco Coated Almonds,04/29/2021,5432,107,388
,,Kelci Walkden, USA,99% Dark & Pure,04/30/2021,7189,117,400
,,Jan Morforth, New Zealand,Milk Bars,04/30/2021,6188,18,207
,,Curtice Advani,   USA,Caramel Stuffed Bars,04/30/2021,3283,260,150
,,Mallorie Waber,  Canada,50% Dark Bites,04/30/2021,6524,275,502
,,Kaine Padly,  Australia,Manuka Honey Choco,04/30/2021,5180,32,192
,,Andria Kimpton,  Australia,Baker's Choco Chips,04/30/2021,12838,241,803
,,Dennison Crosswaite,New Zealand,Milk Bars,04/30/2021,4648,114,194
,,Ches Bonnell,   Australia,Peanut Butter Cubes,04/30/2021,3031,263,127
,,Barr Faughny, Australia,Smooth Sliky Salty,04/30/2021,10990,152,785
,,Andria Kimpton,New Zealand,Fruit & Nut Bars,04/30/2021,1078,470,72
,,Andria Kimpton,Canada,White Choc,04/30/2021,8218,114,822
,,Jehu Rudeforth,USA,Baker's Choco Chips,04/30/2021,10381,16,944
,,Gunar Cockshoot,   Australia,Milk Bars,04/30/2021,1085,196,41
,,Gunar Cockshoot,Australia,Baker's Choco Chips,04/30/2021,3052,22,191
,,Brien Boise,Australia,Milk Bars,05/03/2021,4214,148,151
,,Husein Augar,Australia,70% Dark Bites,05/03/2021,3178,42,245
,,Jan Morforth,   Australia,70% Dark Bites,05/03/2021,3066,194,384
,,Beverie Moffet, India,Fruit & Nut Bars,05/03/2021,9485,99,949
,,Karlen McCaffrey, Canada,Raspberry Choco,05/03/2021,3955,2,264
,,Roddy Speechley,UK,Almond Choco,05/03/2021,6538,69,312
,,Kaine Padly, New Zealand,Milk Bars,05/03/2021,10178,9,329
,,Madelene Upcott, USA,Caramel Stuffed Bars,05/03/2021,7882,197,359
,,Curtice Advani,Australia,Mint Chip Choco,05/03/2021,5943,285,372
,,Curtice Advani, UK,50% Dark Bites,05/03/2021,4088,319,256
,,Kaine Padly, India,Spicy Special Slims,05/03/2021,749,266,28
,,Van Tuxwell,  India,Milk Bars,05/03/2021,13958,185,451
,,Kaine Padly,  India,Almond Choco,05/03/2021,5901,385,296
,,Camilla Castle,  New Zealand,50% Dark Bites,05/03/2021,6342,64,793
,,Kelci Walkden, USA,White Choc,05/03/2021,315,335,19
,,Gunar Cockshoot,  Canada,Baker's Choco Chips,05/03/2021,147,84,14
,,Kelci Walkden,USA,After Nines,05/03/2021,10213,217,365
,,Beverie Moffet,USA,85% Dark Bars,05/03/2021,8484,398,386
,,Kaine Padly, Canada,Eclairs,05/03/2021,532,78,26
,,Madelene Upcott,   UK,Raspberry Choco,05/03/2021,8785,155,550
,,Gigi Bohling,  India,Smooth Sliky Salty,05/03/2021,8001,203,572
,,Mallorie Waber,   India,Orange Choco,05/03/2021,364,234,37
,,Dennison Crosswaite, India,Fruit & Nut Bars,05/03/2021,2331,158,138
,,Beverie Moffet, USA,50% Dark Bites,05/03/2021,7665,93,480
,,Roddy Speechley,Australia,Smooth Sliky Salty,05/03/2021,2905,341,224
,,Roddy Speechley,   UK,85% Dark Bars,05/03/2021,6230,426,260
,,Dennison Crosswaite,   New Zealand,50% Dark Bites,05/03/2021,2758,51,345
,,Barr Faughny,India,70% Dark Bites,05/03/2021,2352,136,181
,,Dennison Crosswaite,   UK,Organic Choco Syrup,05/03/2021,2779,53,93
,,Gigi Bohling,   New Zealand,Manuka Honey Choco,05/03/2021,7,551,1
,,Brien Boise, Australia,Drinking Coco,05/04/2021,3213,142,111
,,Oby Sorrel,  New Zealand,Raspberry Choco,05/04/2021,9275,3,489
,,Gigi Bohling,  New Zealand,Raspberry Choco,05/04/2021,4368,87,199
,,Rafaelita Blaksland,   New Zealand,Spicy Special Slims,05/04/2021,10633,14,409
,,Ches Bonnell,India,Raspberry Choco,05/04/2021,11319,66,708
,,Gunar Cockshoot,   Canada,Smooth Sliky Salty,05/04/2021,8799,126,518
,,Madelene Upcott,   USA,Spicy Special Slims,05/04/2021,2695,49,104
,,Dennison Crosswaite,   UK,White Choc,05/04/2021,245,224,25
,,Mallorie Waber,  New Zealand,Baker's Choco Chips,05/04/2021,3647,85,406
,,Dennison Crosswaite,  India,Manuka Honey Choco,05/04/2021,6412,31,257
,,Husein Augar,   New Zealand,Peanut Butter Cubes,05/04/2021,2905,149,112
,,Dennison Crosswaite,Canada,After Nines,05/04/2021,13650,235,427
,,Kaine Padly, India,Choco Coated Almonds,05/04/2021,623,9,37
,,Dennison Crosswaite, Canada,70% Dark Bites,05/04/2021,5131,196,514
,,Dennison Crosswaite,   New Zealand,Orange Choco,05/04/2021,8722,146,970
,,Jehu Rudeforth, UK,Baker's Choco Chips,05/05/2021,1211,53,87
,,Jan Morforth,  Australia,50% Dark Bites,05/05/2021,2002,378,126
,,Gigi Bohling,  India,Fruit & Nut Bars,05/05/2021,2100,37,175
,,Dennison Crosswaite,  USA,Baker's Choco Chips,05/05/2021,2765,147,231
,,Oby Sorrel, India,Organic Choco Syrup,05/05/2021,9198,133,318
,,Camilla Castle,   UK,Almond Choco,05/05/2021,5852,18,391
,,Van Tuxwell,India,Spicy Special Slims,05/05/2021,17892,181,746
,,Karlen McCaffrey, UK,Drinking Coco,05/05/2021,5117,44,223
,,Dotty Strutley, Australia,Almond Choco,05/05/2021,3024,153,144
,,Rafaelita Blaksland,New Zealand,Smooth Sliky Salty,05/05/2021,3479,274,174
,,Husein Augar, USA,85% Dark Bars,05/05/2021,1554,167,74
,,Van Tuxwell,  USA,Almond Choco,05/05/2021,2884,2,145
,,Madelene Upcott,Australia,Smooth Sliky Salty,05/05/2021,4774,344,299
,,Karlen McCaffrey,   New Zealand,Fruit & Nut Bars,05/05/2021,3556,7,238
,,Gunar Cockshoot,India,50% Dark Bites,05/05/2021,7742,66,484
,,Wilone O'Kielt,USA,Fruit & Nut Bars,05/05/2021,917,32,51
,,Husein Augar,   New Zealand,Eclairs,05/06/2021,8176,332,546
,,Brien Boise,  UK,Fruit & Nut Bars,05/06/2021,14357,215,1026
,,Curtice Advani,  India,Drinking Coco,05/06/2021,4669,55,187
,,Barr Faughny, USA,Manuka Honey Choco,05/06/2021,13608,39,504
,,Curtice Advani,USA,Eclairs,05/06/2021,2933,273,140
,,Kelci Walkden,USA,Almond Choco,05/06/2021,7056,146,471
,,Van Tuxwell,Australia,Almond Choco,05/06/2021,10024,32,627
,,Gunar Cockshoot,   India,After Nines,05/06/2021,4438,212,154
,,Andria Kimpton, UK,50% Dark Bites,05/07/2021,14413,94,1602
,,Beverie Moffet,   New Zealand,Drinking Coco,05/07/2021,4305,226,160
,,Dotty Strutley,  New Zealand,50% Dark Bites,05/07/2021,1729,108,133
,,Andria Kimpton,  UK,99% Dark & Pure,05/07/2021,91,177,5
,,Gigi Bohling,  Canada,Fruit & Nut Bars,05/07/2021,637,37,49
,,Mallorie Waber,   USA,White Choc,05/07/2021,10178,205,727
,,Karlen McCaffrey,   Australia,Orange Choco,05/07/2021,1358,90,170
,,Ches Bonnell,  UK,Milk Bars,05/07/2021,3423,92,111
,,Beverie Moffet, Australia,Mint Chip Choco,05/07/2021,4291,469,253
,,Gigi Bohling, Canada,Raspberry Choco,05/07/2021,4970,295,332
,,Camilla Castle, Canada,After Nines,05/07/2021,6874,438,265
,,Mallorie Waber,  Australia,Drinking Coco,05/07/2021,4550,65,198
,,Beverie Moffet,   New Zealand,Smooth Sliky Salty,05/07/2021,1652,61,92
,,Roddy Speechley,New Zealand,White Choc,05/07/2021,1946,190,163
,,Jehu Rudeforth, UK,Almond Choco,05/07/2021,8407,73,526
,,Barr Faughny,  UK,85% Dark Bars,05/07/2021,2422,208,143
,,Camilla Castle,  USA,Milk Bars,05/07/2021,4788,62,178
,,Dennison Crosswaite,Australia,Mint Chip Choco,05/07/2021,294,354,17
,,Karlen McCaffrey,  UK,Eclairs,05/10/2021,5453,172,390
,,Kelci Walkden,  Canada,Peanut Butter Cubes,05/10/2021,7378,121,352
,,Jan Morforth,   Australia,White Choc,05/10/2021,10710,56,670
,,Kelci Walkden,   Canada,Almond Choco,05/10/2021,2807,172,156
,,Camilla Castle, USA,Orange Choco,05/10/2021,9044,64,754
,,Camilla Castle, UK,Milk Bars,05/10/2021,5446,34,195
,,Mallorie Waber, Canada,Mint Chip Choco,05/10/2021,16065,98,1236
,,Husein Augar,Canada,Almond Choco,05/10/2021,3682,288,168
,,Mallorie Waber,   UK,Eclairs,05/10/2021,2548,25,142
,,Andria Kimpton, New Zealand,Caramel Stuffed Bars,05/10/2021,3052,179,114
,,Dennison Crosswaite,   India,Baker's Choco Chips,05/10/2021,623,8,52
,,Van Tuxwell,   New Zealand,70% Dark Bites,05/10/2021,3738,37,468
,,Camilla Castle, Australia,Caramel Stuffed Bars,05/11/2021,1750,49,65
,,Mallorie Waber,  Canada,Fruit & Nut Bars,05/11/2021,4053,57,226
,,Camilla Castle,Australia,Manuka Honey Choco,05/11/2021,2702,12,82
,,Ches Bonnell,   UK,White Choc,05/11/2021,7987,85,888
,,Karlen McCaffrey,  New Zealand,Drinking Coco,05/11/2021,1148,4,48
,,Husein Augar,   USA,Milk Bars,05/12/2021,4186,143,140
,,Van Tuxwell,  UK,Eclairs,05/12/2021,5229,26,276
,,Van Tuxwell,India,Manuka Honey Choco,05/12/2021,6146,395,212
,,Beverie Moffet, India,85% Dark Bars,05/12/2021,11102,251,505
,,Rafaelita Blaksland,  New Zealand,Almond Choco,05/12/2021,15603,135,1041
,,Rafaelita Blaksland,  New Zealand,Eclairs,05/12/2021,2758,177,138
,,Kelci Walkden,   Australia,White Choc,05/12/2021,7420,234,619
,,Curtice Advani, UK,99% Dark & Pure,05/12/2021,2345,118,107
,,Curtice Advani, India,70% Dark Bites,05/12/2021,12362,201,1546
,,Gigi Bohling,   Canada,Smooth Sliky Salty,05/12/2021,420,203,33
,,Gunar Cockshoot, India,Peanut Butter Cubes,05/13/2021,6440,458,293
,,Wilone O'Kielt, Australia,White Choc,05/13/2021,11613,32,726
